URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://graph.facebook.com/v8.0/1620476834896121?fields=supports_implicit_sdk_logging%2Cgdpv4_nux_content%2Cgdpv4_nux_enabled%2Candroid_dialog_configs%2Candroid_sdk_error_categories%2Capp_events_session_timeout%2Capp_events_feature_bitmask%2Cauto_event_mapping_android%2Cseamless_login%2Csmart_login_bookmark_icon_url%2Csmart_login_menu_icon_url%2Crestrictive_data_filter_params%2Caam_rules%2Csuggested_events_setting&format=json&sdk=android,COMPLETE,200,https,GET,text/javascript; charset=UTF-8,/192.168.29.247,42791,graph.facebook.com/157.240.239.17,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,274,4,7,27,0,1,235,66.84766,0,16202.148,1534,631,,15958,0,633,N/A,53.30%
https://graph.facebook.com/v8.0/1620476834896121/mobile_sdk_gk?fields=gatekeepers&format=json&sdk_version=8.2.0&sdk=android&platform=android,COMPLETE,200,https,GET,text/javascript; charset=UTF-8,/192.168.29.247,40243,graph.facebook.com/157.240.239.17,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,277,5,8,22,1,0,241,64.74902,1820.3125,0,1534,330,,15958,0,544,N/A,76.20%
https://sdk-01.moengage.com/v3/sdkconfig/android/D4YRYQ0D27K83AI9JEL07MQ7,COMPLETE,200,https,POST,application/json,/192.168.29.247,49754,sdk-01.moengage.com/18.164.202.70,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,256,9,6,18,0,0,223,94.512695,0,0,1410,330,317,22419,0,300,,47.10%
https://apis.sharechat.com/a1s-service/v1/m7n/events/post,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.29.247,47539,apis.sharechat.com/104.17.236.9,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,131,9,6,7,0,20,89,23.69043,0,48.828125,921,699,558,372,600,28,,-1300.00%
https://apis.sharechat.com/splashScreenConfig,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.29.247,47539,apis.sharechat.com/104.17.236.9,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,258,,,,1,12,245,58.146484,853.5156,1179.0361,,53,821,,387,14101,,67.60%
https://graph.facebook.com/v8.0/1620476834896121/activities,COMPLETE,200,https,POST,text/javascript; charset=UTF-8,/192.168.29.247,39895,graph.facebook.com/157.240.239.17,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,280,3,8,9,1,0,259,7.0029297,1582.0312,0,996,278,346,372,0,16,37.50%,
https://graph.facebook.com/v8.0/1620476834896121/mobile_sdk_gk?fields=gatekeepers&format=json&sdk_version=8.2.0&sdk=android&platform=android,COMPLETE,200,https,GET,text/javascript; charset=UTF-8,/192.168.29.247,40243,graph.facebook.com/157.240.239.17,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,242,,,,0,0,242,3.5263672,0,0,,330,,,0,544,N/A,76.20%
https://graph.facebook.com/v8.0/1620476834896121/activities,COMPLETE,200,https,POST,text/javascript; charset=UTF-8,/192.168.29.247,42791,graph.facebook.com/157.240.239.17,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,258,,,,0,2,256,2.421875,0,7.8125,,278,346,,0,16,37.50%,
https://apis.sharechat.com/track,COMPLETE,200,https,POST,application/json;charset=UTF-8,/192.168.29.247,47539,apis.sharechat.com/104.17.236.9,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,43,,,,0,0,43,42.854492,0,0,,45,1324,,428,90,,-30.40%
https://graph.facebook.com/v8.0/1620476834896121/model_asset?fields=use_case%2Cversion_id%2Casset_uri%2Crules_uri%2Cthresholds&format=json&sdk=android,COMPLETE,400,https,GET,text/javascript; charset=UTF-8,/192.168.29.247,40243,graph.facebook.com/157.240.239.17,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,236,,,,0,0,236,2.6230469,0,0,,340,,,0,294,N/A,21.00%
https://sdk-01.moengage.com/v2/sdk/report/D4YRYQ0D27K83AI9JEL07MQ7,COMPLETE,200,https,POST,application/json,/192.168.29.247,49754,sdk-01.moengage.com/18.164.202.70,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,225,,,,0,0,225,13.541016,0,0,,382,2628,,0,110,,-17.00%
https://apis.sharechat.com/a1s-service/v1/m7n/interstitial-a1s/get,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.29.247,47539,apis.sharechat.com/104.17.236.9,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,86,,,,0,0,86,7.7441406,0,0,,67,152,,392,71,,-29.10%
https://apis.sharechat.com/a1s-service/v1/m7n/events/post,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.29.247,47539,apis.sharechat.com/104.17.236.9,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,125,,,,0,0,125,7.1796875,0,0,,38,512,,341,28,,-1300.00%
https://c.amazon-adsystem.com/aps_mobile_client_config.json,COMPLETE,200,https,GET,application/json,/192.168.29.247,37531,c.amazon-adsystem.com/108.158.244.162,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,80,41,8,23,0,0,8,446.1543,0,0,1418,201,,34467,0,463,,
https://sdk-01.moengage.com/v2/sdk/device/D4YRYQ0D27K83AI9JEL07MQ7,COMPLETE,200,https,POST,application/json,/192.168.29.247,49754,sdk-01.moengage.com/18.164.202.70,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,241,,,,0,0,241,5.7939453,0,0,,381,950,,0,99,,-22.20%
https://apis.sharechat.com/track,COMPLETE,200,https,POST,application/json;charset=UTF-8,/192.168.29.247,47539,apis.sharechat.com/104.17.236.9,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,45,,,,0,0,45,38.345703,0,0,,39,1283,,355,90,,-30.40%
https://apis.sharechat.com/feed-service/v1/trending-feed?evaSeen=false,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.29.247,47539,apis.sharechat.com/104.17.236.9,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,288,,,,0,0,288,82.637695,0,0,,72,627,,415,23257,,80.30%
https://launches.appsflyer.com/api/v6.9/androidevent?app_id=in.mohalla.sharechat&buildnumber=6.9.4,COMPLETE,200,https,POST,text/plain,/192.168.29.247,38974,launches.appsflyer.com/18.66.78.68,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,227,12,8,17,0,2,188,164.28613,0,16925.293,1550,303,1672,34635,0,28,,-1300.00%
https://cdn.sharechat.com/nw-audio-mp3/Space%20In%20Your%20Heart%20loop1.mp3,COMPLETE,206,https,GET,audio/mpeg,/192.168.29.247,38092,cdn.sharechat.com/35.190.56.74,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,31,2,8,9,0,1,11,59.916016,0,874.02344,918,89,,372,522,1,,
https://cdn.sharechat.com/nw-audio-mp3/Touch%20Your%20Soul%20Loop1.mp3,COMPLETE,206,https,GET,audio/mpeg,/192.168.29.247,38092,cdn.sharechat.com/35.190.56.74,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,17,,,,1,0,16,18.20996,40.039062,0,,41,,,275,1,,
https://cdn.sharechat.com/nw-audio-mp3/Space%20In%20Your%20Heart%20loop1.mp3,COMPLETE,206,https,GET,audio/mpeg,/192.168.29.247,38092,cdn.sharechat.com/35.190.56.74,443,,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,26/03/23 23:43,525,,,,0,514,11,959.2832,0,979.73535,,41,,,70,515600,,
